language,source,test,model,statistic,DstatUP,DstatLO,statMedian,DstatMedUP,DstatMedLO,sizeEffect,DsizeEffectUP,DsizeEffectLO,effMedian,DeffMedUP,DeffMedLO,cFruits,cFlowers,cInsects,cInstruments,cWeapons,cPleasant,cUnpleasant,EV,GH
hr9,1,2,w2v2langs,0.546453505,1.21,1.03,0.535,0.44,0.46,0.390075684,0.59,0.73,0.562919533,0.68,0.40,165060,75571,46669,93884,117062,7272197,124889,33.1,0.81
hr10,1,2,w2v2langs,0.310446541,0.91,1.11,0.535,0.44,0.46,0.298503255,0.87,0.83,0.562919533,0.68,0.40,128979,80839,39801,49920,787360,1626469,942890,33.1,0.81
hr11,1,2,w2v2langs,0.951063686,0.81,0.79,0.535,0.44,0.46,1.22252995,0.3,1.09,0.562919533,0.68,0.40,175083,81655,58960,53128,789906,7372486,1631169,33.1,0.81
hr12,1,2,w2v2langs,0.916813196,1.0,0.82,0.535,0.44,0.46,0.810023318,0.6,0.74,0.562919533,0.68,0.40,178895,78978,48461,92531,806666,2368855,1300935,33.1,0.81
hr0,0,2,w2v2langs,0.97,0.93,0.98,0.97,0.93,0.98,0.89,0.56,0.90,0.89,0.56,0.90,-,87191,61461,81327,1098770,1974904,755976,33.1,0.81
hr1,1,2,w2v9langs,-0.743354018,0.93,1.2,0.225,0.28,0.82,-0.507589217,0.67,0.55,0.4115279415,0.50,0.97,225608,688262,61380,182547,1387896,1107874,1124373,52.76,1.22
hr2,1,2,w2v9langs,0.426461612,0.67,0.68,0.225,0.28,0.82,0.702522711,0.72,1.01,0.4115279415,0.50,0.97,202934,147037,63067,307746,1145295,7463753,1400309,52.76,1.22
hr3,1,2,w2v9langs,0.588158584,1.18,1.17,0.225,0.28,0.82,0.710130031,0.68,1.21,0.4115279415,0.50,0.97,275324,216650,65116,966933,1316702,1257910,688464,52.76,1.22
hr4,1,2,w2v9langs,0.440464001,0.56,0.48,0.225,0.28,0.82,0.995360244,0.46,1.03,0.4115279415,0.50,0.97,242555,135594,69516,513281,57259,5367576,136092,52.76,1.22
hr5,1,2,w2v9langs,0.248199892,0.66,0.72,0.225,0.28,0.82,0.491103389,0.95,1.1,0.4115279415,0.50,0.97,256886,153699,58844,174124,1201479,5107108,766371,52.76,1.22
hr6,1,2,w2v9langs,0.41081321,0.96,0.87,0.225,0.28,0.82,0.845882741,0.41,1.35,0.4115279415,0.50,0.97,250311,137830,64682,352725,1474547,12184183,811062,52.76,1.22
hr7,1,2,w2v9langs,-0.481419247,0.85,0.86,0.225,0.28,0.82,-0.476259069,0.79,0.56,0.4115279415,0.50,0.97,258528,123694,59410,272044,1286042,8184677,268064,52.76,1.22
hr8,1,2,w2v9langs,-0.306575302,0.68,0.85,0.225,0.28,0.82,-0.627059832,1.54,0.6,0.4115279415,0.50,0.97,255805,191729,48798,336544,142608,7100235,640324,52.76,1.22
hr9,1,2,w2v9langs,0.355496475,1.04,0.86,0.225,0.28,0.82,0.624864952,0.57,1.34,0.4115279415,0.50,0.97,189052,123820,54498,2780201,193855,9331434,125145,52.76,1.22
hr10,1,2,w2v9langs,-0.135129342,0.86,1.04,0.225,0.28,0.82,-0.198558223,1.39,0.73,0.4115279415,0.50,0.97,164046,182529,48034,144991,1224809,2807033,1047843,52.76,1.22
hr11,1,2,w2v9langs,-0.153735071,0.79,1.05,0.225,0.28,0.82,-0.182827234,1.18,0.69,0.4115279415,0.50,0.97,283995,142822,68248,96470,1309563,11445582,1895686,52.76,1.22
hr12,1,2,w2v9langs,0.203999456,0.74,0.79,0.225,0.28,0.82,0.331952494,0.79,0.89,0.4115279415,0.50,0.97,229533,137199,56744,586197,1386781,2372658,1418361,52.76,1.22
hr0,0,2,w2v9langs,0.29,1.03,1.12,0.29,1.03,1.12,0.48,0.97,1.21,0.48,0.97,1.21,-,153574,74459,186394,1629303,6721245,762560,52.76,1.22
hr1,1,2,bert0,-0.046747869,0.35,0.36,0.045,0.38,0.21,-0.12718818,0.78,0.66,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr2,1,2,bert0,-0.105133359,0.4,0.39,0.045,0.38,0.21,-0.297719386,0.87,0.67,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr3,1,2,bert0,-0.133557216,0.43,0.47,0.045,0.38,0.21,-0.310096102,0.83,0.61,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr4,1,2,bert0,0.598890607,0.55,0.51,0.045,0.38,0.21,1.178175676,0.3,0.96,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr5,1,2,bert0,0.036049935,0.37,0.36,0.045,0.38,0.21,0.117375682,0.72,0.79,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr6,1,2,bert0,0.174652997,0.62,0.58,0.045,0.38,0.21,0.194091136,0.57,0.64,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr7,1,2,bert0,0.039572297,0.44,0.4,0.045,0.38,0.21,0.072234559,0.62,0.66,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr8,1,2,bert0,-0.196428099,0.41,0.41,0.045,0.38,0.21,-0.529930048,0.95,0.5,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr9,1,2,bert0,0.27505877,0.41,0.41,0.045,0.38,0.21,0.589795543,0.48,0.83,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr10,1,2,bert0,0.045184426,0.36,0.35,0.045,0.38,0.21,0.13527368,0.61,0.76,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr11,1,2,bert0,0.137582828,0.35,0.35,0.045,0.38,0.21,0.38572255,0.58,0.83,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr12,1,2,bert0,0.089655432,0.42,0.41,0.045,0.38,0.21,0.199957793,0.66,0.74,0.126324681,0.73,0.54,-,-,-,-,-,-,-,269.77,0.44
hr0,0,2,bert0,0.04,0.40,0.40,0.04,0.40,0.40,0.12,0.75,0.81,0.12,0.75,0.81,-,-,-,-,-,-,-,269.77,0.44
hr1,1,2,bert11,-0.054944581,0.11,0.1,0.065,0.10,0.12,-0.56393154,0.97,0.59,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr2,1,2,bert11,0.107114251,0.15,0.14,0.065,0.10,0.12,0.675626454,0.58,0.88,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr3,1,2,bert11,-0.045955021,0.15,0.15,0.065,0.10,0.12,-0.340761594,0.99,0.67,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr4,1,2,bert11,0.199345121,0.17,0.15,0.065,0.10,0.12,1.420159645,0.18,1.0,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr5,1,2,bert11,0.02296601,0.15,0.14,0.065,0.10,0.12,0.201856359,0.94,1.04,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr6,1,2,bert11,0.08011488,0.17,0.14,0.065,0.10,0.12,0.469386282,0.57,0.86,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr7,1,2,bert11,0.139552302,0.15,0.14,0.065,0.10,0.12,0.748867084,0.42,0.69,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr8,1,2,bert11,0.064742185,0.15,0.13,0.065,0.10,0.12,0.622983578,0.61,1.18,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr9,1,2,bert11,-0.006418705,0.15,0.15,0.065,0.10,0.12,-0.03851637,0.8,0.79,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr10,1,2,bert11,0.068383564,0.15,0.12,0.065,0.10,0.12,0.834091511,0.49,1.39,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr11,1,2,bert11,0.114595464,0.16,0.15,0.065,0.10,0.12,0.938049131,0.44,1.19,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr12,1,2,bert11,0.012535976,0.11,0.11,0.065,0.10,0.12,0.135468819,0.83,0.95,0.54618493,0.61,0.99,-,-,-,-,-,-,-,-,-
hr0,0,2,bert11,0.05,0.13,0.12,0.05,0.13,0.12,0.58,0.65,1.32,0.58,0.65,1.32,-,-,-,-,-,-,-,-,-
hr1,1,2,xlmr0,-0.102400563,0.32,0.34,-0.1,0.16,0.14,-0.299406007,0.8,0.63,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr2,1,2,xlmr0,-0.053676118,0.41,0.41,-0.1,0.16,0.14,-0.106674609,0.68,0.67,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr3,1,2,xlmr0,-0.096307354,0.44,0.48,-0.1,0.16,0.14,-0.203004433,0.79,0.61,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr4,1,2,xlmr0,0.165235273,0.44,0.4,-0.1,0.16,0.14,0.41720056,0.62,0.94,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr5,1,2,xlmr0,-0.249058274,0.49,0.56,-0.1,0.16,0.14,-0.611234688,1.12,0.45,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr6,1,2,xlmr0,-0.233079646,0.54,0.55,-0.1,0.16,0.14,-0.278251158,0.64,0.55,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr7,1,2,xlmr0,-0.105613956,0.43,0.47,-0.1,0.16,0.14,-0.167674338,0.66,0.6,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr8,1,2,xlmr0,-0.031274139,0.39,0.41,-0.1,0.16,0.14,-0.065395953,0.75,0.66,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr9,1,2,xlmr0,-0.037455505,0.5,0.49,-0.1,0.16,0.14,-0.057067949,0.68,0.65,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr10,1,2,xlmr0,-0.124442721,0.38,0.44,-0.1,0.16,0.14,-0.332596715,0.96,0.58,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr11,1,2,xlmr0,-0.090647264,0.34,0.36,-0.1,0.16,0.14,-0.251469565,0.84,0.6,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr12,1,2,xlmr0,-0.155719266,0.38,0.41,-0.1,0.16,0.14,-0.359289244,0.79,0.56,-0.227236999,0.38,0.25,-,-,-,-,-,-,-,57.66,0.54
hr0,0,2,xlmr0,-0.09,0.39,0.44,-0.09,0.39,0.44,-0.22,0.85,0.63,-0.22,0.85,0.63,-,-,-,-,-,-,-,57.66,0.54
hr1,1,2,xlmr11,-0.017143863,0.08,0.08,0.0,0.10,0.02,-0.237222225,0.79,0.53,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr2,1,2,xlmr11,0.057992961,0.13,0.1,0.0,0.10,0.02,0.445831492,0.48,0.77,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr3,1,2,xlmr11,-0.004338609,0.11,0.13,0.0,0.10,0.02,-0.03391328,0.86,0.65,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr4,1,2,xlmr11,0.152711317,0.2,0.15,0.0,0.10,0.02,0.683980124,0.38,0.65,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr5,1,2,xlmr11,-0.01442274,0.08,0.09,0.0,0.10,0.02,-0.248976804,0.92,0.55,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr6,1,2,xlmr11,-0.007565329,0.18,0.2,0.0,0.10,0.02,-0.025090464,0.6,0.57,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr7,1,2,xlmr11,0.018395371,0.11,0.13,0.0,0.10,0.02,0.108965108,0.65,0.63,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr8,1,2,xlmr11,0.053096073,0.13,0.11,0.0,0.10,0.02,0.351579397,0.52,0.72,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr9,1,2,xlmr11,-0.030458083,0.2,0.22,0.0,0.10,0.02,-0.088687717,0.57,0.59,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr10,1,2,xlmr11,-0.011467554,0.11,0.14,0.0,0.10,0.02,-0.102851887,0.88,0.64,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr11,1,2,xlmr11,0.002115667,0.09,0.11,0.0,0.10,0.02,0.016128254,0.74,0.6,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr12,1,2,xlmr11,0.028896467,0.1,0.09,0.0,0.10,0.02,0.336028933,0.51,0.78,-0.004481104999999999,0.56,0.24,-,-,-,-,-,-,-,-,-
hr0,0,2,xlmr11,-0.02,0.11,0.13,-0.02,0.11,0.13,-0.12,0.73,0.61,-0.12,0.73,0.61,-,-,-,-,-,-,-,-,-
hr1,1,2,xglm0,-0.085668986,0.22,0.25,-0.11,0.15,0.06,-0.394395168,0.85,0.51,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr2,1,2,xglm0,-0.015052113,0.2,0.22,-0.11,0.15,0.06,-0.070713502,0.77,0.62,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr3,1,2,xglm0,-0.114904217,0.38,0.38,-0.11,0.15,0.06,-0.44273798,1.04,0.49,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr4,1,2,xglm0,0.111235873,0.34,0.34,-0.11,0.15,0.06,0.223119584,0.8,0.58,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr5,1,2,xglm0,-0.108576558,0.24,0.31,-0.11,0.15,0.06,-0.351060158,0.83,0.52,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr6,1,2,xglm0,-0.109253353,0.26,0.33,-0.11,0.15,0.06,-0.261342723,0.73,0.46,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr7,1,2,xglm0,-0.090053406,0.25,0.36,-0.11,0.15,0.06,-0.249564394,0.83,0.48,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr8,1,2,xglm0,-0.11311843,0.3,0.37,-0.11,0.15,0.06,-0.229313831,0.79,0.46,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr9,1,2,xglm0,-0.109759534,0.29,0.38,-0.11,0.15,0.06,-0.25627733,0.72,0.48,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr10,1,2,xglm0,-0.209993106,0.25,0.35,-0.11,0.15,0.06,-0.675545856,0.86,0.33,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr11,1,2,xglm0,-0.036132075,0.27,0.28,-0.11,0.15,0.06,-0.254605908,0.88,0.54,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr12,1,2,xglm0,-0.129323899,0.27,0.38,-0.11,0.15,0.06,-0.281704968,0.67,0.45,-0.2588100265,0.32,0.29,-,-,-,-,-,-,-,2584.28,2.3
hr0,0,2,xglm0,-0.25,0.40,0.58,-0.25,0.40,0.58,-0.37,0.71,0.42,-0.37,0.71,0.42,-,-,-,-,-,-,-,2584.28,2.3
hr1,1,2,xglm47,-0.175211272,0.19,0.28,-0.07,0.14,0.14,-0.589683779,0.7,0.4,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr2,1,2,xglm47,-0.00230378,0.22,0.25,-0.07,0.14,0.14,-0.019209148,0.95,0.76,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr3,1,2,xglm47,-0.060758444,0.2,0.25,-0.07,0.14,0.14,-0.374980423,1.18,0.49,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr4,1,2,xglm47,-0.139548829,0.22,0.3,-0.07,0.14,0.14,-0.471311574,1.14,0.55,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr5,1,2,xglm47,-0.242191316,0.32,0.4,-0.07,0.14,0.14,-0.936937333,1.59,0.37,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr6,1,2,xglm47,-0.047445711,0.2,0.22,-0.07,0.14,0.14,-0.430392421,1.13,0.43,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr7,1,2,xglm47,-0.004681434,0.17,0.21,-0.07,0.14,0.14,-0.058948112,0.88,0.69,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr8,1,2,xglm47,-0.12545771,0.25,0.32,-0.07,0.14,0.14,-0.518092897,1.27,0.47,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr9,1,2,xglm47,0.155258779,0.32,0.23,-0.07,0.14,0.14,0.664808404,0.41,1.09,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr10,1,2,xglm47,-0.083065517,0.2,0.28,-0.07,0.14,0.14,-0.485375493,1.03,0.47,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr11,1,2,xglm47,-0.037737255,0.26,0.28,-0.07,0.14,0.14,-0.414973205,1.23,0.6,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr12,1,2,xglm47,-0.159022297,0.2,0.29,-0.07,0.14,0.14,-0.451978938,0.62,0.54,-0.4411856795,0.73,0.30,-,-,-,-,-,-,-,-,-
hr0,0,2,xglm47,-0.09,0.30,0.36,-0.09,0.30,0.36,-0.57,1.59,0.47,-0.57,1.59,0.47,-,-,-,-,-,-,-,-,-
it1,1,1,wiki,0.393350158,0.46,0.42,0.71,0.50,0.54,0.993548975,0.48,1.09,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it2,1,1,wiki,0.341885847,0.53,0.55,0.71,0.50,0.54,0.807914404,0.6,1.15,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it3,1,1,wiki,0.762271691,0.6,0.54,0.71,0.50,0.54,1.309029695,0.31,1.02,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it4,1,1,wiki,0.848345849,0.62,0.61,0.71,0.50,0.54,1.227408538,0.35,0.8,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it5,1,1,wiki,1.152322875,0.57,0.55,0.71,0.50,0.54,1.318410014,0.26,0.53,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it6,1,1,wiki,0.660785009,0.52,0.6,0.71,0.50,0.54,1.213620032,0.38,0.97,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it7,1,1,wiki,0.966146531,0.61,0.55,0.71,0.50,0.54,1.341746786,0.28,0.72,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it9,1,1,wiki,0.259763994,0.55,0.65,0.71,0.50,0.54,0.458122288,0.79,1.02,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it10,1,1,wiki,0.54108501,0.45,0.47,0.71,0.50,0.54,1.082016824,0.42,0.93,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it11,1,1,wiki,0.822739098,0.49,0.47,0.71,0.50,0.54,1.234839938,0.32,0.63,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it12,1,1,wiki,0.941002717,0.57,0.56,0.71,0.50,0.54,1.27098605,0.27,0.64,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it13,1,1,wiki,1.098612472,0.64,0.64,0.71,0.50,0.54,1.617783929,0.15,0.67,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it14,1,1,wiki,0.635349592,0.48,0.48,0.71,0.50,0.54,1.08528659,0.38,0.75,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it15,1,1,wiki,0.551734924,0.51,0.48,0.71,0.50,0.54,1.128941053,0.48,0.99,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it16,1,1,wiki,0.526795989,0.49,0.44,0.71,0.50,0.54,1.062613203,0.41,0.89,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it17,1,1,wiki,1.13869913,0.7,0.65,0.71,0.50,0.54,1.523667661,0.2,0.71,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it18,1,1,wiki,1.256058522,0.52,0.5,0.71,0.50,0.54,1.607333292,0.17,0.39,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it19,1,1,wiki,0.797504807,0.47,0.54,0.71,0.50,0.54,1.192286883,0.37,0.68,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it20,1,1,wiki,1.220493644,0.56,0.48,0.71,0.50,0.54,1.510416788,0.21,0.49,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it21,1,1,wiki,0.5303941,0.44,0.41,0.71,0.50,0.54,1.145427493,0.4,0.9,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it22,1,1,wiki,0.94418372,0.87,0.74,0.71,0.50,0.54,1.111529046,0.43,0.85,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it23,1,1,wiki,0.153707608,0.5,0.44,0.71,0.50,0.54,0.342041954,0.75,0.88,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it24,1,1,wiki,0.424964992,0.52,0.49,0.71,0.50,0.54,0.86449492,0.51,0.94,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it25,1,1,wiki,-0.152313227,0.37,0.39,0.71,0.50,0.54,-0.376933501,0.94,0.68,1.168857188,0.43,0.81,-,-,-,-,-,-,-,20.73,0.24
it0,0,1,wiki,0.94,0.63,0.58,0.94,0.63,0.58,1.26,0.27,0.71,1.26,0.27,0.71,-,-,-,-,-,-,-,20.73,0.24
it1,1,1,wikiAlign,0.620294495,0.51,0.5,1.06,0.54,0.76,1.190795767,0.4,0.94,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it2,1,1,wikiAlign,0.631544073,0.61,0.64,1.06,0.54,0.76,1.048929104,0.45,0.99,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it3,1,1,wikiAlign,1.181612437,0.67,0.61,1.06,0.54,0.76,1.392043758,0.27,0.69,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it4,1,1,wikiAlign,1.196897915,0.72,0.69,1.06,0.54,0.76,1.268742051,0.33,0.6,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it5,1,1,wikiAlign,1.617078867,0.69,0.64,1.06,0.54,0.76,1.440052244,0.22,0.43,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it6,1,1,wikiAlign,0.864476264,0.65,0.71,1.06,0.54,0.76,1.203633923,0.38,0.88,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it7,1,1,wikiAlign,1.370310162,0.78,0.69,1.06,0.54,0.76,1.403144825,0.23,0.56,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it9,1,1,wikiAlign,0.374314698,0.67,0.78,1.06,0.54,0.76,0.535255066,0.74,1.04,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it10,1,1,wikiAlign,0.871337733,0.53,0.58,1.06,0.54,0.76,1.265217712,0.33,0.74,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it11,1,1,wikiAlign,1.246464226,0.61,0.56,1.06,0.54,0.76,1.348910918,0.27,0.5,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it12,1,1,wikiAlign,1.303889395,0.74,0.7,1.06,0.54,0.76,1.33573621,0.25,0.57,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it13,1,1,wikiAlign,1.262792259,0.75,0.8,1.06,0.54,0.76,1.608681873,0.16,0.66,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it14,1,1,wikiAlign,0.890366981,0.6,0.59,1.06,0.54,0.76,1.092543133,0.38,0.64,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it15,1,1,wikiAlign,0.942868687,0.62,0.57,1.06,0.54,0.76,1.311390024,0.35,0.71,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it16,1,1,wikiAlign,0.686980302,0.61,0.55,1.06,0.54,0.76,1.097921687,0.38,0.85,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it17,1,1,wikiAlign,1.419163262,0.84,0.77,1.06,0.54,0.76,1.495732442,0.25,0.62,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it18,1,1,wikiAlign,1.520772646,0.64,0.58,1.06,0.54,0.76,1.620944423,0.17,0.37,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it19,1,1,wikiAlign,1.199979284,0.6,0.69,1.06,0.54,0.76,1.307421036,0.29,0.56,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it20,1,1,wikiAlign,1.621540782,0.69,0.63,1.06,0.54,0.76,1.534944381,0.2,0.45,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it21,1,1,wikiAlign,0.830064407,0.54,0.53,1.06,0.54,0.76,1.266714859,0.33,0.78,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it22,1,1,wikiAlign,1.24385077,1.06,0.88,1.06,0.54,0.76,1.184079699,0.38,0.78,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it23,1,1,wikiAlign,0.289224121,0.64,0.56,1.06,0.54,0.76,0.50420496,0.7,0.94,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it24,1,1,wikiAlign,0.78147379,0.62,0.58,1.06,0.54,0.76,1.140231215,0.37,0.79,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it25,1,1,wikiAlign,-0.054486872,0.43,0.48,1.06,0.54,0.76,-0.115991686,0.87,0.82,1.2677284549999999,0.33,0.76,-,-,-,-,-,-,-,18.56,0.34
it0,0,1,wikiAlign,1.23,0.73,0.73,1.23,0.73,0.73,1.30,0.26,0.72,1.30,0.26,0.72,-,-,-,-,-,-,-,18.56,0.34
it1,1,1,ccwp,0.420761381,0.48,0.46,0.88,0.37,0.77,0.922149987,0.58,1.03,1.114332395,0.41,0.86,-,-,-,-,-,-,-,40.82,0.37
it2,1,1,ccwp,0.454136135,0.68,0.64,0.88,0.37,0.77,0.862266852,0.61,1.24,1.114332395,0.41,0.86,-,-,-,-,-,-,-,40.82,0.37
it3,1,1,ccwp,0.843659024,0.72,0.65,0.88,0.37,0.77,0.97956073,0.5,0.81,1.114332395,0.41,0.86,-,-,-,-,-,-,-,40.82,0.37
it4,1,1,ccwp,1.102928461,0.68,0.68,0.88,0.37,0.77,1.118878429,0.38,0.64,1.114332395,0.41,0.86,-,-,-,-,-,-,-,40.82,0.37
it5,1,1,ccwp,0.960126217,0.6,0.6,0.88,0.37,0.77,1.154731552,0.43,0.78,1.114332395,0.41,0.86,-,-,-,-,-,-,-,40.82,0.37
it6,1,1,ccwp,0.938120998,0.61,0.63,0.88,0.37,0.77,1.260338244,0.36,0.71,1.114332395,0.41,0.86,-,-,-,-,-,-,-,40.82,0.37
